Filename,Serial Number,Check Number,Nomor Container,Grade
Image172.jpeg,087921,9,SPNU0879219,Grade : B
Image173.jpeg,Not Found,Not Found,Not Found,Not Found
Image174.jpeg,Not Found,Not Found,Not Found,Not Found
Image175.jpg,057092,8,SPNU0570928,Grade : B
Image176.jpg,528669,1,SPNU5286691,Grade : A
Image177.jpeg,274854,2,SPNU2748542,Grade : B
Image178.jpg,026828,2,SPNU0268282,Grade : B
Image179.jpg,007366,4,SPNU0073664,Grade : B
Image18.jpg,286703,1,SPNU2867031,Grade : B
Image180.jpg,527343,0,SPNU5273430,Grade : A
Image181.jpg,284143,9,SPNU2841439,Grade : B
Image182.jpg,528890,1,SPNU5288901,Grade : A
Image183.jpg,269008,9,SPNU2690089,Grade : B
Image184.jpg,902728,1,SPNU9027281,Grade : A
Image185.jpg,028982,0,SPNU0289820,Grade : B
Image186.jpeg,Not Found,Not Found,Not Found,Not Found
Image187.jpg,031904,0,SPNU0319040,Grade : B
Image188.jpg,321490,6,SPNU3214906,Grade : A
Image189.jpg,293749,0,SPNU2937490,Grade : B
Image19.jpg,274436,2,SPNU2744362,Grade : B
Image190.jpg,Not Found,Not Found,Not Found,Not Found
Image191.jpg,075577,7,SPNU0755777,Grade : B
Image192.jpg,082803,8,SPNU0828038,Grade : B
Image193.jpg,286188,8,SPNU2861888,Grade : B
Image194.jpg,039885,7,SPNU0398857,Grade : B
Image195.jpg,028833,2,SPNU0288332,Grade : B
Image196.jpg,274219,0,SPNU2742190,Grade : B
Image197.jpg,314300,9,SPNU3143009,Grade : A
Image198.jpg,057764,3,SPNU0577643,Grade : B
Image199.jpeg,213077,5,SPNU2130775,Grade : B
Image2.jpg,Not Found,Not Found,Not Found,Not Found
Image20.jpg,268195,8,SPNU2681958,Grade : B
Image200.jpg,274413,0,SPNU2744130,Grade : B
Image201.jpg,283234,0,SPNU2832340,Grade : B
Image202.jpg,286933,3,SPNU2869333,Grade : B
Image203.jpg,053385,0,SPNU0533850,Grade : B
Image204.jpg,285888,0,SPNU2858880,Grade : B
Image205.jpg,038256,8,SPNU0382568,Grade : B
Image206.jpg,288791,2,SPNU2887912,Grade : B
Image207.jpg,284343,3,SPNU2843433,Grade : B
Image208.jpg,Not Found,Not Found,Not Found,Not Found
Image209.jpeg,Not Found,Not Found,Not Found,Not Found
Image21.jpg,730441,0,SPNU7304410,Grade : A
Image210.jpeg,289607,2,SPNU2896072,Grade : B
Image211.jpg,867135,7,SPNU8671357,Grade : A
Image212.jpg,236060,9,SPNU2360609,Grade : B
Image213.jpg,317048,4,SPNU3170484,Grade : A
Image214.jpg,Not Found,Not Found,Not Found,Not Found
Image215.jpg,050215,6,SPNU0502156,Grade : B
Image216.jpg,803153,8,SPNU8031538,Grade : A
Image217.jpg,Not Found,Not Found,Not Found,Not Found
Image218.jpg,527975,4,SPNU5279754,Grade : A
Image219.jpg,032402,6,SPNU0324026,Grade : B
Image22.jpg,274103,9,SPNU2741039,Grade : B
Image220.jpg,268369,4,SPNU2683694,Grade : B
Image221.jpg,501950,9,SPNU5019509,Grade : A
Image222.jpg,542109,7,SPNU5421097,Grade : A
Image223.jpeg,Not Found,Not Found,Not Found,Not Found
Image224.jpg,026197,4,SPNU0261974,Grade : B
Image225.jpg,272807,9,SPNU2728079,Grade : B
Image226.jpeg,052629,4,SPNU0526294,Grade : B
Image227.jpg,872152,7,SPNU8721527,Grade : A
Image228.jpg,929156,7,SPNU9291567,Grade : A
Image229.jpg,057348,9,SPNU0573489,Grade : B
Image23.jpg,535047,3,SPNU5350473,Grade : A
Image230.jpg,Not Found,Not Found,Not Found,Not Found
Image231.jpg,Not Found,Not Found,Not Found,Not Found
Image232.jpeg,Not Found,Not Found,Not Found,Not Found
Image233.jpg,507776,6,SPNU5077766,Grade : A
Image234.jpg,822656,7,SPNU8226567,Grade : A
Image235.jpg,264027,0,SPNU2640270,Grade : B
Image236.jpg,028509,9,SPNU0285099,Grade : B
Image237.jpg,Not Found,Not Found,Not Found,Not Found
Image238.jpg,029287,9,SPNU0292879,Grade : B
Image239.jpg,269868,9,SPNU2698689,Grade : B
Image24.jpeg,281880,3,SPNU2818803,Grade : B
Image240.jpg,630453,0,SPNU6304530,Grade : A
Image241.jpeg,025748,2,SPNU0257482,Grade : B
Image242.jpg,537960,4,SPNU5379604,Grade : A
Image243.jpeg,Not Found,Not Found,Not Found,Not Found
Image244.jpg,Not Found,Not Found,Not Found,Not Found
Image245.jpg,286165,1,SPNU2861651,Grade : B
Image246.jpg,028154,5,SPNU0281545,Grade : B
Image247.jpg,073481,0,SPNU0734810,Grade : B
Image248.jpg,294900,0,SPNU2949000,Grade : B
Image249.jpg,033776,4,SPNU0337764,Grade : B
Image25.jpeg,034505,5,SPNU0345055,Grade : B
Image250.jpg,115132,2,SPNU1151322,Grade : B
Image251.jpg,288638,8,SPNU2886388,Grade : B
Image252.jpg,Not Found,Not Found,Not Found,Not Found
Image253.jpg,812873,3,SPNU8128733,Grade : A
Image254.jpg,575160,7,SPNU5751607,Grade : A
Image255.jpg,028182,1,SPNU0281821,Grade : B
Image256.jpg,057446,8,SPNU0574468,Grade : B
Image257.jpg,020364,6,SPNU0203646,Grade : B
Image258.jpg,046135,6,SPNU0461356,Grade : B
Image259.jpg,070702,9,SPNU0707029,Grade : B
Image26.jpg,028380,3,SPNU0283803,Grade : B
Image260.jpg,289608,8,SPNU2896088,Grade : B
Image261.jpeg,Not Found,Not Found,Not Found,Not Found
Image262.jpg,036867,8,SPNU0368678,Grade : B
Image263.jpg,Not Found,Not Found,Not Found,Not Found
Image264.jpg,038407,2,SPNU0384072,Grade : B
Image265.jpg,046430,7,SPNU0464307,Grade : B
Image266.jpg,053338,1,SPNU0533381,Grade : B
Image267.jpg,025810,8,SPNU0258108,Grade : B
Image268.jpg,289611,2,SPNU2896112,Grade : B
Image269.jpg,268392,4,SPNU2683924,Grade : B
Image27.jpeg,Not Found,Not Found,Not Found,Not Found
Image270.jpg,829229,3,SPNU8292293,Grade : A
Image271.jpg,274234,9,SPNU2742349,Grade : B
Image272.jpg,272663,0,SPNU2726630,Grade : B
Image273.jpg,Not Found,Not Found,Not Found,Not Found
Image274.jpg,531713,5,SPNU5317135,Grade : A
Image275.jpg,Not Found,Not Found,Not Found,Not Found
Image276.jpg,Not Found,Not Found,Not Found,Not Found
Image277.jpg,Not Found,Not Found,Not Found,Not Found
Image278.jpg,Not Found,Not Found,Not Found,Not Found
Image279.jpg,326893,3,SPNU3268933,Grade : A
Image28.jpeg,270342,4,SPNU2703424,Grade : B
Image280.jpg,086737,2,SPNU0867372,Grade : B
Image281.jpg,Not Found,Not Found,Not Found,Not Found
Image282.jpeg,087017,0,SPNU0870170,Grade : B
Image283.jpg,722080,3,SPNU7220803,Grade : A
Image284.jpeg,Not Found,Not Found,Not Found,Not Found
Image285.jpg,Not Found,Not Found,Not Found,Not Found
Image286.jpg,553413,2,SPNU5534132,Grade : A
Image287.jpeg,Not Found,Not Found,Not Found,Not Found
Image288.jpg,864758,3,SPNU8647583,Grade : A
Image289.jpg,028461,0,SPNU0284610,Grade : B
Image29.jpg,Not Found,Not Found,Not Found,Not Found
Image290.jpg,285453,9,SPNU2854539,Grade : B
Image291.jpg,394800,4,SPNU3948004,Grade : A
Image292.jpg,526906,9,SPNU5269069,Grade : A
Image293.jpg,281306,2,SPNU2813062,Grade : B
Image294.jpg,018797,0,SPNU0187970,Grade : B
Image295.jpg,828386,0,SPNU8283860,Grade : A
Image296.jpg,503389,3,SPNU5033893,Grade : A
Image297.jpg,268597,2,SPNU2685972,Grade : B
Image298.jpg,074216,0,SPNU0742160,Grade : B
Image299.jpeg,Not Found,Not Found,Not Found,Not Found
Image3.jpg,016107,7,SPNU0161077,Grade : B
Image30.jpg,918715,7,SPNU9187157,Grade : A
Image300.jpg,577759,5,SPNU5777595,Grade : A
Image301.jpeg,036142,0,SPNU0361420,Grade : B
Image302.jpg,031463,0,SPNU0314630,Grade : B
Image303.jpg,032065,3,SPNU0320653,Grade : B
Image304.jpg,272439,2,SPNU2724392,Grade : B
Image305.jpg,611348,7,SPNU6113487,Grade : A
Image306.jpg,281647,8,SPNU2816478,Grade : B
Image307.jpg,Not Found,Not Found,Not Found,Not Found
Image308.jpg,298051,6,SPNU2980516,Grade : B
Image309.jpg,028580,6,SPNU0285806,Grade : B
Image31.jpg,299171,0,SPNU2991710,Grade : B
Image310.jpg,Not Found,Not Found,Not Found,Not Found
Image311.jpg,528506,9,SPNU5285069,Grade : A
Image312.jpg,073201,6,SPNU0732016,Grade : B
Image313.jpeg,Not Found,Not Found,Not Found,Not Found
Image314.jpg,Not Found,Not Found,Not Found,Not Found
Image315.jpg,862046,7,SPNU8620467,Grade : A
Image316.jpg,281389,0,SPNU2813890,Grade : B
Image317.jpg,031737,2,SPNU0317372,Grade : B
Image318.jpg,052097,8,SPNU0520978,Grade : B
Image319.jpg,Not Found,Not Found,Not Found,Not Found
Image32.jpeg,Not Found,Not Found,Not Found,Not Found
Image320.jpg,284150,5,SPNU2841505,Grade : B
Image321.jpg,528326,2,SPNU5283262,Grade : A
Image322.jpeg,Not Found,Not Found,Not Found,Not Found
Image323.jpg,036692,6,SPNU0366926,Grade : B
Image324.jpg,Not Found,Not Found,Not Found,Not Found
Image325.jpeg,Not Found,Not Found,Not Found,Not Found
Image326.jpg,281569,8,SPNU2815698,Grade : B
Image327.jpeg,Not Found,Not Found,Not Found,Not Found
Image328.jpg,Not Found,Not Found,Not Found,Not Found
Image329.jpg,Not Found,Not Found,Not Found,Not Found
Image33.jpg,528682,2,SPNU5286822,Grade : A
Image330.jpg,538179,3,SPNU5381793,Grade : A
Image331.jpg,052473,0,SPNU0524730,Grade : B
Image332.jpg,573948,0,SPNU5739480,Grade : A
Image333.jpg,072938,9,SPNU0729389,Grade : B
Image334.jpeg,268847,0,SPNU2688470,Grade : B
Image335.jpg,012275,0,SPNU0122750,Grade : B
Image336.jpg,059149,1,SPNU0591491,Grade : B
Image34.jpeg,274490,6,SPNU2744906,Grade : B
Image35.jpg,053243,9,SPNU0532439,Grade : B
Image36.jpg,028118,2,SPNU0281182,Grade : B
Image37.jpg,739401,1,SPNU7394011,Grade : A
Image38.jpg,283867,2,SPNU2838672,Grade : B
Image39.jpg,527292,9,SPNU5272929,Grade : A
Image4.jpeg,Not Found,Not Found,Not Found,Not Found
Image40.jpg,Not Found,Not Found,Not Found,Not Found
Image41.jpg,082114,9,SPNU0821149,Grade : B
Image42.jpg,287626,1,SPNU2876261,Grade : B
Image43.jpg,054418,6,SPNU0544186,Grade : B
Image44.jpg,029947,6,SPNU0299476,Grade : B
Image45.jpg,Not Found,Not Found,Not Found,Not Found
Image46.jpg,281579,0,SPNU2815790,Grade : B
Image47.jpg,285200,1,SPNU2852001,Grade : B
Image48.jpg,Not Found,Not Found,Not Found,Not Found
Image49.jpeg,Not Found,Not Found,Not Found,Not Found
Image5.jpg,813355,7,SPNU8133557,Grade : A
Image50.jpg,Not Found,Not Found,Not Found,Not Found
Image51.jpg,835916,6,SPNU8359166,Grade : A
Image52.jpg,875911,0,SPNU8759110,Grade : A
Image53.jpg,Not Found,Not Found,Not Found,Not Found
Image54.jpg,577147,6,SPNU5771476,Grade : A
Image55.jpg,029096,1,SPNU0290961,Grade : B
Image56.jpg,271213,3,SPNU2712133,Grade : B
Image57.jpg,080500,4,SPNU0805004,Grade : B
Image58.jpeg,526764,3,SPNU5267643,Grade : A
Image59.jpg,036900,0,SPNU0369000,Grade : B
Image6.jpeg,Not Found,Not Found,Not Found,Not Found
Image60.jpg,295900,4,SPNU2959004,Grade : B
Image61.jpg,577634,9,SPNU5776349,Grade : A
Image62.jpg,Not Found,Not Found,Not Found,Not Found
Image63.jpg,528087,1,SPNU5280871,Grade : A
Image64.jpg,087037,8,SPNU0870378,Grade : B
Image65.jpg,272888,7,SPNU2728887,Grade : B
Image66.jpeg,Not Found,Not Found,Not Found,Not Found
Image67.jpg,057372,8,SPNU0573728,Grade : B
Image68.jpg,528001,8,SPNU5280018,Grade : A
Image69.jpeg,Not Found,Not Found,Not Found,Not Found
Image7.jpg,007730,2,SPNU0077302,Grade : B
Image70.jpeg,026894,0,SPNU0268940,Grade : B
Image71.jpg,030681,8,SPNU0306818,Grade : B
Image72.jpeg,Not Found,Not Found,Not Found,Not Found
Image73.jpeg,075115,0,SPNU0751150,Grade : B
Image74.jpg,028203,5,SPNU0282035,Grade : B
Image75.jpeg,Not Found,Not Found,Not Found,Not Found
Image76.jpg,028018,9,SPNU0280189,Grade : B
Image77.jpg,Not Found,Not Found,Not Found,Not Found
Image78.jpg,029319,0,SPNU0293190,Grade : B
Image79.jpg,273794,9,SPNU2737949,Grade : B
Image8.jpeg,Not Found,Not Found,Not Found,Not Found
Image80.jpg,053271,5,SPNU0532715,Grade : B
Image81.jpg,864455,7,SPNU8644557,Grade : A
Image82.jpg,Not Found,Not Found,Not Found,Not Found
Image83.jpg,Not Found,Not Found,Not Found,Not Found
Image84.jpg,Not Found,Not Found,Not Found,Not Found
Image85.jpg,282213,0,SPNU2822130,Grade : B
Image86.jpg,528902,0,SPNU5289020,Grade : A
Image87.jpeg,Not Found,Not Found,Not Found,Not Found
Image88.jpg,613955,7,SPNU6139557,Grade : A
Image89.jpg,535892,0,SPNU5358920,Grade : A
Image9.jpg,288410,6,SPNU2884106,Grade : B
Image90.jpg,Not Found,Not Found,Not Found,Not Found
Image91.jpg,287589,2,SPNU2875892,Grade : B
Image92.jpg,Not Found,Not Found,Not Found,Not Found
Image93.jpg,070070,0,SPNU0700700,Grade : B
Image94.jpg,294953,1,SPNU2949531,Grade : B
Image95.jpg,298496,0,SPNU2984960,Grade : B
Image96.jpeg,Not Found,Not Found,Not Found,Not Found
Image97.jpg,523358,4,SPNU5233584,Grade : A
Image98.jpg,707923,3,SPNU7079233,Grade : A
Image99.jpg,270443,6,SPNU2704436,Grade : B
